ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-813200,Source2,2,2021-11-18 05:19:34,2021-11-18 06:03:33,34.041199,-118.069122,,,0.0,Lane blocked due to recovery work and accident on CA-60 Eastbound near Exit 10A CA-19 Rosemead Blvd.,CA-60 E,South El Monte,Los Angeles,CA,91733,US,US/Pacific,KEMT,2021-11-18 05:15:00,51.0,51.0,92.0,29.97,4.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7009367,Source1,3,2020-05-03 14:57:48,2020-05-03 15:27:48,39.08637,-84.52266,39.08637,-84.52266,0.0,At 5th St/Exit 192 - Serious accident., W 4th St,Covington,Kenton,KY,41011-1207,US,US/Eastern,KLUK,2020-05-03 14:53:00,64.0,64.0,100.0,29.35,4.0,CALM,0.0,0.14,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2293490,Source2,2,2019-02-19 15:34:04,2019-02-19 16:03:55,39.351082,-77.59719799999998,,,0.0,Accident on MD-180 Jefferson Pike at Olive School Rd.,Olive School Rd,Knoxville,Frederick,MD,21758-9210,US,US/Eastern,KFDK,2019-02-19 15:47:00,39.2,33.6,28.0,30.6,10.0,NE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5176925,Source1,2,2023-02-21 15:35:00,2023-02-21 16:34:00,36.18277431,-119.32844281,36.19977431,-119.32842281,1.175,Slow traffic on CA-99 N from Paige Ave (CA-99) to Bardsley Ave (CA-99) due to accident.,CA-99,Tulare,Tulare,CA,93274,US,US/Pacific,KVIS,2023-02-21 15:56:00,66.0,66.0,40.0,29.3,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7079014,Source1,2,2020-06-10 19:49:40,2020-06-10 20:23:32,38.64149000000001,-121.46338,38.64128,-121.45691,0.349,At Norwood Ave - Accident.,I-80 E,Sacramento,Sacramento,CA,95838,US,US/Pacific,KMCC,2020-06-10 19:50:00,90.0,90.0,18.0,29.77,10.0,SW,10.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5568015,Source1,2,2021-12-21 14:25:09,2021-12-21 14:51:00,25.686191,-80.388847,25.686294,-80.384105,0.295,Slow traffic on FL-94 from 122nd Ave (FL-94) to FL-985/107th Ave (FL-94) due to accident.,SW 88th St,Miami,Miami-Dade,FL,33186,US,US/Eastern,KTMB,2021-12-21 14:53:00,74.0,74.0,82.0,29.75,10.0,SSW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5554140,Source1,2,2021-11-28 11:48:00,2021-11-28 13:06:01,38.96647100000001,-77.62261099999998,38.967978,-77.62265699999998,0.104,Incident on JAMES MONROE HWY near JAMES MONROE HWY Drive with caution., James Monroe Hwy,Aldie,Loudoun,VA,20105-2806,US,US/Eastern,KJYO,2021-11-28 11:52:00,55.0,55.0,37.0,29.48,10.0,S,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5985925,Source1,2,2021-04-22 04:18:00,2021-04-22 17:08:00,39.019185,-76.958776,38.994479,-76.888731,4.13,Slow traffic on I-95 S - I-495 S from MD-650/New Hampshire Ave/Exit 28 (Capital Beltway/I-495) to MD-295/MD-193/Exit 22 (Capital Beltway/I-495) due to accident.,Capital Beltway S,Hyattsville,Prince George's,MD,20783,US,US/Eastern,KCGS,2021-04-22 04:15:00,36.0,36.0,45.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2352523,Source2,3,2019-01-22 22:12:56,2019-01-22 22:41:47,29.798109000000004,-95.372131,,,0.0,Left lane blocked due to accident on I-45 North Fwy at Patton St.,Patton St,Houston,Harris,TX,77009,US,US/Central,KMCJ,2019-01-22 22:15:00,68.0,,83.0,29.86,6.0,Variable,5.8,,Haze,False,False,True,True,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-241430,Source2,2,2016-11-10 21:00:55,2016-11-10 21:30:20,38.910229,-77.217476,,,0.0,Left and Center lane closed due to accident on VA-7 Leesburg Pike Eastbound at I-495 Capital Beltway.,Capital Beltway N,Falls Church,Fairfax County,VA,22043,US,US/Eastern,KDCA,2016-11-10 20:52:00,53.1,,52.0,29.92,10.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3930257,Source1,2,2022-09-15 06:10:19,2022-09-15 07:25:19,37.368489,-77.46821800000002,37.37111,-77.46844,0.182,Incident on MICHMAR DR near CHALKLEY RD Drive with caution., Michmar Dr,Chester,Chesterfield,VA,23831-1207,US,US/Eastern,KFCI,2022-09-15 05:56:00,56.0,56.0,100.0,29.9,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4329330,Source1,2,2023-01-01 21:09:37,2023-01-01 22:28:41,34.751304,-82.289144,34.750693,-82.287716,0.091,Incident on NEELY FERRY RD near STANDING SPRINGS RD Drive with caution., Neely Ferry Rd,Simpsonville,Greenville,SC,29680-6231,US,US/Eastern,KGYH,2023-01-01 21:15:00,52.0,52.0,100.0,29.13,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3076983,Source2,2,2018-01-20 10:05:54,2018-01-20 10:50:24,34.056908,-118.242432,,,0.0,#1 lane blocked due to accident on US-101 Northbound at Exits 2C 3A Spring St.,N Broadway,Los Angeles,Los Angeles,CA,90012-2703,US,US/Pacific,KCQT,2018-01-20 10:47:00,59.0,,32.0,30.06,10.0,NNW,6.9,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-3399018,Source2,2,2017-08-24 18:06:29,2017-08-24 18:36:20,34.892596999999995,-82.294792,,,0.0,Accident on Brushy Creek Rd at Old Spartanburg Rd.,Old Spartanburg Rd,Taylors,Greenville,SC,29687-4346,US,US/Eastern,KGSP,2017-08-24 17:53:00,82.0,,60.0,29.88,10.0,East,5.8,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3779339,Source1,2,2022-02-04 16:44:00,2022-02-04 17:04:00,43.953166,-92.363138,43.949934000000006,-92.356662,0.392,Slow traffic on US-52 S from 50th Ave (US-52) to I-90 (US-52) due to accident.,US-52 S,Rochester,Olmsted,MN,55904,US,US/Central,K9MN,2022-02-04 16:35:00,6.0,-10.0,73.0,29.07,10.0,WNW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-980477,Source2,3,2021-07-03 02:55:57,2021-07-03 03:55:32,34.009655,-118.15934,,,0.0,#1 lane blocked due to accident on I-5 Northbound at Exit 129 Telegraph Rd.,I-5 N,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2021-07-03 02:52:00,65.0,65.0,81.0,29.68,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3044580,Source2,3,2018-01-04 21:40:20,2018-01-04 22:09:47,42.994568,-78.929497,,,0.0,Accident on I-190 Northbound at Exit 17 NY-266 River Rd.,Niagara Trwy N,Tonawanda,Erie,NY,14150,US,US/Eastern,KBUF,2018-01-04 21:48:00,6.8,-11.8,79.0,29.87,1.2,NW,17.3,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3221200,Source2,4,2017-10-03 08:30:55,2017-10-03 09:15:24,29.991886,-90.04969,,,0.0,Left lane blocked due to accident on I-610 Eastbound at Franklin Ave.,I-610 E,New Orleans,Orleans,LA,70122,US,US/Central,KNEW,2017-10-03 08:53:00,80.1,,79.0,30.16,9.0,East,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-743187,Source2,2,2022-01-18 07:38:14,2022-01-18 08:38:39,42.121109,-70.916473,,,0.0,Accident on MA-123 Market St at Highland St.,Market St,Rockland,Plymouth,MA,02370-2602,US,US/Eastern,KMQE,2022-01-18 07:53:00,28.0,17.0,53.0,29.52,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1389431,Source2,3,2020-07-17 08:18:33,2020-07-17 09:18:01,42.522038,-82.916611,,,0.0,Right lane blocked due to accident on I-94 Westbound at Exit 232 Little Mack Ave.,I-94 W,Roseville,Macomb,MI,48066,US,US/Eastern,KDET,2020-07-17 07:53:00,71.0,71.0,75.0,29.47,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5317447,Source1,2,2022-10-13 15:20:26,2022-10-13 17:16:27,40.660133,-73.663799,40.660369,-73.663279,0.032,Incident on PENINSULA BLVD near PENINSULA BLVD Drive with caution., Remsen St,Lynbrook,Nassau,NY,11563-2733,US,US/Eastern,KJFK,2022-10-13 14:51:00,66.0,66.0,93.0,29.81,10.0,SE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6260444,Source1,2,2021-04-28 03:34:30,2021-04-28 17:49:06,27.996282,-82.52242700000002,27.996444,-82.542039,1.197,Stationary traffic on FL-580 from US-92/Dale Mabry Hwy (FL-580) to FL-589/Veterans Expy (FL-580) due to accident., W Hillsborough Ave,Tampa,Hillsborough,FL,33614-5419,US,US/Eastern,KTPA,2021-04-28 03:53:00,71.0,71.0,70.0,30.07,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-5575807,Source1,2,2021-07-13 09:56:49,2021-07-13 12:04:31,25.761063,-80.41539,25.761066,-80.418945,0.221,Stationary traffic on US-41 N from SW 127th Ave (US-41) to FL-997/Krome Ave/SW 177th Ave (US-41) due to accident.,SW 8th St,Miami,Miami-Dade,FL,33184,US,US/Eastern,KTMB,2021-07-13 09:53:00,87.0,87.0,69.0,30.15,10.0,E,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4290549,Source1,2,2022-05-13 17:32:00.000000000,2022-05-13 19:33:41.000000000,32.177992,-110.939823,32.17706,-110.943684,0.235,Slow traffic on AZ-86 from Forgeus Ave to I-10 W due to accident., E Ajo Way,Tucson,Pima,AZ,85713,US,US/Mountain,KTUS,2022-05-13 17:58:00,91.0,91.0,2.0,27.09,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-7124611,Source1,2,2020-03-20 10:50:15,2020-03-20 12:05:15,43.06958,-76.09053,43.06958,-76.09053,0.0,At I-690 - Accident.,James St,Syracuse,Onondaga,NY,13206,US,US/Eastern,KSYR,2020-03-20 10:54:00,64.0,64.0,72.0,29.22,10.0,S,16.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4983273,Source1,2,2022-08-26 09:04:00.000000000,2022-08-26 09:40:00.000000000,35.11980414,-80.90637803,35.09663414,-80.87654803,2.325,Slow traffic on I-485 S from I-77/US-21/Exit 67 (I-485) to Exit 65 (I-485) due to accident.,I-485,Charlotte,Mecklenburg,NC,28273,US,US/Eastern,KCLT,2022-08-26 08:54:00,73.0,73.0,90.0,29.25,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5291238,Source1,2,2022-04-05 15:09:06,2022-04-05 20:11:32,28.603334000000004,-81.311898,28.604533,-81.306754,0.3229999999999999,Slow traffic on FL-426 from N Lakemont Ave (FL-426) to Forsyth Rd (FL-426) due to accident., Aloma Ave,Winter Park,Orange,FL,32792-3640,US,US/Eastern,KORL,2022-04-05 14:53:00,89.0,89.0,48.0,29.75,10.0,S,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2030445,Source2,3,2019-06-03 16:22:51,2019-06-03 17:52:12,38.549194,-90.425346,,,0.0,Right lane blocked due to accident on I-44 Eastbound after Exits 276 277A I-270 Exits 5A 5B.,I-44 E,Saint Louis,St. Louis County,MO,63122,US,US/Central,KSTL,2019-06-03 16:51:00,78.0,78.0,37.0,29.43,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1575373,Source2,3,2020-01-04 15:19:56,2020-01-04 16:19:15,35.204796,-89.77179,,,0.0,Left lane blocked due to multi-vehicle accident on I-40 Eastbound at Exit 18 US-64.,I-40 W,Memphis,Shelby,TN,38133,US,US/Central,KNQA,2020-01-04 14:50:00,45.0,39.0,57.0,29.9,10.0,W,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-446131,Source2,3,2017-05-21 11:59:01,2017-05-21 12:27:35,42.705181,-83.30708299999998,,,0.0099999997764825,Two lanes blocked due to accident on I-75 Southbound before Exits 84 84A 84B Baldwin Rd.,Chrysler Expy S,Auburn Hills,Oakland,MI,48326,US,US/Eastern,KPTK,2017-05-21 11:53:00,63.0,,93.0,29.94,5.0,SSE,5.8,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1213569,Source2,2,2020-12-28 09:19:48,2020-12-28 10:06:00,37.7486,-122.40477,,,0.8100000023841858,Entry ramp to US-101 Southbound from Cesar Chavez St shoulder blocked due to accident.,Bayshore Blvd,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-12-28 08:56:00,51.0,51.0,77.0,29.81,9.0,NNE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3796982,Source1,2,2022-04-07 11:03:00,2022-04-07 13:14:07,40.251544,-74.86774799999998,40.245031,-74.879062,0.747,Crash on I-295 westbound between Exit: REST AREA and Exit 8: PA 332 - NEWTOWN. There is a lane restriction.,I-295 W,Morrisville,Bucks,PA,19067,US,US/Eastern,KTTN,2022-04-07 10:53:00,45.0,38.0,100.0,29.56,1.0,E,15.0,0.16,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5904303,Source1,2,2021-12-19 16:09:30,2021-12-19 18:13:13,25.954718,-80.205523,25.957082,-80.206414,0.172,Slow traffic on FL-7 - FL-854 - US-441 N from NW 196th St to NW 3rd Ave due to accident., NW 2nd Ave,Miami,Miami-Dade,FL,33169-3337,US,US/Eastern,KHWO,2021-12-19 16:09:00,79.0,79.0,77.0,29.97,10.0,SE,10.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3269056,Source2,2,2017-10-26 08:28:42,2017-10-26 09:13:28,37.509785,-77.530136,,,0.0,Accident on Beaufont Spring Dr at Boulders Pkwy.,Beaufont Spring Dr,Richmond,Chesterfield,VA,23225,US,US/Eastern,KFCI,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5424783,Source1,2,2022-07-18 17:53:00.000000,2022-07-18 20:02:13.000000,37.504057,-122.491698,37.504698,-122.492063,0.049,Accident on Airport St from Harvard Ave / Vassar St to Stanford Ave / Cornell Ave., Harvard Ave,Half Moon Bay,San Mateo,CA,94019-4029,US,US/Pacific,KHAF,2022-07-18 17:55:00,59.0,59.0,88.0,29.93,4.0,NW,10.0,0.0,Haze,False,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-3023024,Source2,2,2018-02-20 14:00:02,2018-02-20 14:29:46,30.183897,-97.792625,,,0.0,Accident on Dittmar Rd at 1st St.,S 1st St,Austin,Travis,TX,78745-6543,US,US/Central,KATT,2018-02-20 14:03:00,70.0,,93.0,29.9,6.0,Variable,5.8,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7171668,Source1,2,2020-04-11 18:21:44,2020-04-11 18:56:42,33.72878,-117.83401,33.72878,-117.83401,0.0,At McFadden Ave - Accident. Hard shoulder blocked.,CA-55 N,Tustin,Orange,CA,92780,US,US/Pacific,KSNA,2020-04-11 17:53:00,66.0,66.0,60.0,29.91,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-474340,Source2,2,2017-06-26 17:54:20,2017-06-26 18:23:56,43.00201,-83.772697,,,0.0,Accident on Linden Rd at M-21 Corunna Rd.,S Linden Rd,Flint,Genesee,MI,48532-4167,US,US/Eastern,KFNT,2017-06-26 17:53:00,68.0,,39.0,29.96,10.0,West,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2659822,Source2,2,2018-08-21 16:13:45,2018-08-21 16:43:25,36.160732,-95.891762,,,0.0,Accident on Admiral Pl at 74th East Ave.,E Admiral Pl,Tulsa,Tulsa,OK,74115-7913,US,US/Central,KTUL,2018-08-21 15:53:00,84.9,,55.0,30.08,10.0,North,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2230826,Source2,2,2019-03-21 12:54:58,2019-03-21 14:40:11,35.213989,-80.837524,,,0.0,Accident on Kenilworth Ave at Charlottetowne Ave.,E Stonewall St,Charlotte,Mecklenburg,NC,28204,US,US/Eastern,KCLT,2019-03-21 12:52:00,59.0,,44.0,29.85,10.0,WSW,6.9,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7255481,Source1,2,2020-02-08 14:45:00,2020-02-08 15:40:01,34.172154,-118.390492,34.172154,-118.390492,0.0,At CA-170 - Accident., Burbank Blvd,Valley Village,Los Angeles,CA,91607-1807,US,US/Pacific,KBUR,2020-02-08 14:53:00,68.0,68.0,39.0,29.08,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5306221,Source1,2,2023-01-26 04:24:00.000000000,2023-01-26 09:05:30.000000000,37.76178,-121.444731,37.741912,-121.574492,7.221,Stationary traffic on I-205 W - I-580 W from Tracy Blvd (I-205) to I-580 (I-205) due to accident.,I-205,Tracy,San Joaquin,CA,95376,US,US/Pacific,KSCK,2023-01-26 04:26:00,39.0,39.0,93.0,30.34,3.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1899649,Source3,3,2019-09-08 07:55:56,2019-09-08 08:40:46,33.759262,-117.464447,,,0.0,Accident on I-15 Northbound at Exit 85 Indian Truck Trl.,Corona Fwy N,Corona,Riverside,CA,92883,US,US/Pacific,KAJO,2019-09-08 07:56:00,65.0,65.0,87.0,29.36,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2427615,Source2,2,2018-11-02 15:50:13,2018-11-02 16:19:54,41.535091,-72.789513,,,0.0,Accident on Liberty St at Parker Ave.,Parker Ave N,Meriden,New Haven,CT,06450-4450,US,US/Eastern,KMMK,2018-11-02 15:53:00,66.9,,84.0,29.7,10.0,South,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6072011,Source1,2,2021-10-11 08:38:30,2021-10-11 10:58:08,25.808475,-80.337265,25.810854,-80.337335,0.1639999999999999,Slow traffic from NW 25th St (NW 87th Ave/FL-973) to NW 58th St (NW 87th Ave/FL-973) due to accident., NW 87th Ave,Miami,Miami-Dade,FL,33122,US,US/Eastern,KMIA,2021-10-11 08:53:00,78.0,78.0,76.0,29.89,10.0,CALM,0.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4808288,Source1,2,2022-08-14 01:36:48,2022-08-14 02:56:45,36.185896,-95.932377,36.185707,-95.932029,0.023,Incident on WOODROW PL near HOUSE 4015 Drive with caution., N Oswego Ave,Tulsa,Tulsa,OK,74115-3952,US,US/Central,KTUL,2022-08-14 01:53:00,82.0,82.0,65.0,29.25,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6134136,Source1,2,2021-11-24 15:24:00,2021-11-24 17:02:20,37.023316,-121.56446,37.023146,-121.564855,0.025,Incident on LEAVESLEY RD near SAN YSIDRO AVE Drive with caution., Leavesley Rd,Gilroy,Santa Clara,CA,95020-3610,US,US/Pacific,KE16,2021-11-24 15:15:00,66.0,66.0,23.0,29.87,10.0,WNW,12.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4825583,Source1,4,2022-03-05 02:27:00.000000000,2022-03-05 07:22:17.000000000,26.761740000000003,-81.43843000000003,26.761745,-81.43815699999998,0.017,Incident on E HICKPOCHEE AVE near N MAIN ST Road closed. Take alternate route., N Main St,Labelle,Hendry,FL,33935,US,US/Eastern,KIMM,2022-03-05 02:53:00,64.0,64.0,84.0,30.17,10.0,ENE,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1628637,Source2,2,2020-02-03 18:55:50,2020-02-03 19:25:30,47.162388,-122.29744,,,0.0,Right lane blocked due to accident on WA-512 Westbound near WA-161 104th St.,WA-512 W,Puyallup,Pierce,WA,98373,US,US/Pacific,KPLU,2020-02-03 18:58:00,31.0,31.0,100.0,30.06,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4110940,Source1,2,2022-04-14 06:24:00,2022-04-14 08:29:29,40.80387711505506,-73.45792651141423,40.80286711505506,-73.44459651141423,0.701,NYSDOT - Region 10: Crash on Northern State Parkway westbound at Exit 39 - Round Swamp Road (Huntington) right shoulder blocked,Northern Pkwy,Woodbury,Nassau,NY,11797,US,US/Eastern,KFRG,2022-04-14 06:53:00,56.0,56.0,84.0,29.69,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4664796,Source1,2,2022-10-13 16:54:30,2022-10-13 19:05:00,37.531385,-121.940851,37.593127,-121.870635,5.744,Stationary traffic on CA-84 E - I-680 N from Durham Rd (I-680) to CA-84 (I-680) due to accident.,I-680 N,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2022-10-13 16:55:00,64.0,64.0,73.0,29.91,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3802407,Source1,2,2023-01-25 08:44:23,2023-01-25 10:01:06,33.939674,-81.292576,33.940705,-81.29014699999998,0.156,Incident on BARR RD near PISGAH CHURCH RD Drive with caution., Longs Pond Rd,Lexington,Lexington,SC,29072,US,US/Eastern,KCAE,2023-01-25 08:51:00,50.0,50.0,94.0,29.66,9.0,E,7.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-5468999,Source1,2,2021-06-10 14:34:26.000000000,2021-06-14 08:00:00.000000000,43.796321153431904,-120.53981423320512,43.8034311534319,-120.56572423320512,1.382,A crash has occurred causing no to minimum delays. Use caution., Central Oregon Hwy,Brothers,Deschutes,OR,97712,US,US/Pacific,KBDN,2021-06-10 14:35:00,63.0,63.0,26.0,26.55,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1960011,Source2,2,2019-07-10 14:02:28,2019-07-10 15:31:49,30.105749,-81.705704,,,0.0,Left lane blocked due to accident on US-17 Southbound in Fleming Island.,Eagle Harbor Pkwy,Fleming Island,Clay,FL,32003,US,US/Eastern,KNIP,2019-07-10 13:53:00,90.0,90.0,57.0,29.96,10.0,SE,9.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5479933,Source1,2,2021-12-08 07:18:12,2021-12-08 08:18:12,43.54140400865772,-119.54677462520814,43.54080400865772,-119.58238462520816,1.784,A crash has occurred causing no to minimum delays. Use caution., Central Oregon Hwy,Riley,Harney,OR,97758,US,US/Pacific,KBNO,2021-12-08 07:19:00,30.0,30.0,92.0,25.62,1.0,E,3.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5791554,Source1,4,2021-12-17 19:40:40,2021-12-17 21:50:01,43.053156,-76.00030500000003,43.059829,-75.958453,2.1630000000000003,NYSDOT - Region 3: Crash on NY 290 eastbound between NY 257; North Manlius Road (Manlius) and Pierson Rd (Manlius) All lanes closed, Manlius Center Rd,Kirkville,Onondaga,NY,13082,US,US/Eastern,KSYR,2021-12-17 19:54:00,36.0,31.0,79.0,29.77,10.0,WSW,6.0,0.0,Partly Cloudy,False,False,False,True,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-3326610,Source2,2,2017-09-22 12:32:54,2017-09-22 13:02:39,33.853718,-78.82060200000002,,,0.0,Accident on SC-90 at SC-22 Veterans Hwy.,Veterans Hwy E,Longs,Horry,SC,29568,US,US/Eastern,KCRE,2017-09-22 12:53:00,84.0,,61.0,30.05,10.0,SE,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7437401,Source1,2,2019-03-03 19:51:40,2019-03-03 23:51:40,44.09692,-121.30186,44.0983,-121.3018,0.095,At US-97 End Freeway - Accident.,N Highway 97,Bend,Deschutes,OR,97703,US,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1840574,Source2,3,2019-11-23 12:30:02,2019-11-23 14:14:20,34.117523,-83.762787,,,0.0,Left lane blocked due to accident on I-85 Northbound at Exit 129 GA-53.,GA-403 S,Braselton,Jackson,GA,30517,US,US/Eastern,KWDR,2019-11-23 12:35:00,61.0,61.0,94.0,28.84,7.0,SSW,5.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7363577,Source1,2,2019-10-31 06:10:00,2019-10-31 06:46:44,38.142484,-122.247525,38.142484,-122.247525,0.0,At Mini Dr - Accident.,Marine World Pkwy W,Vallejo,Solano,CA,94589,US,US/Pacific,KAPC,2019-10-31 05:54:00,37.0,37.0,52.0,30.19,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-898153,Source2,2,2021-09-16 07:03:49,2021-09-16 07:53:29,40.773804,-74.034775,,,0.0,Left lane blocked due to accident on NJ-495 NJ-495 Eastbound at US-9.,NJ-495 W,Union City,Hudson,NJ,07087,US,US/Eastern,KNYC,2021-09-16 06:51:00,71.0,,75.0,30.03,10.0,,,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
